Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population (ABS 2021 reference),Alcohol involvement,DV involvement,Data era,Source extract,is_break_month,Break note,Number of offences
2021-05,2021,5,Residential B&E,House break-ins,House break-ins attempted,NT Balance,East Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,East Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Elsey,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Elsey,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Elsey,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Elsey,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Elsey,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Elsey,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Elsey,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,8
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Gulf,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Gulf,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Gulf,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Gulf,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,9
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,Gulf,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Gulf,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2021-05,2021,5,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Gulf,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Gulf,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Gulf,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Gulf,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Howard Springs,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Howard Springs,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,NT Balance,Howard Springs,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,8
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Non-assaultive sexual offences,NT Balance,Howard Springs,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Humpty Doo,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Humpty Doo,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Humpty Doo,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Katherine,Katherine,Regional,,No,No,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Katherine,Katherine,Regional,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,10
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Katherine,Katherine,Regional,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Katherine,Katherine,Regional,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,23
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,11
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,38
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,34
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,18
2021-05,2021,5,Residential B&E,House break-ins,House break-ins attempted,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,Katherine,Katherine,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Koolpinyah,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Nhulunbuy,Nhulunbuy,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Nhulunbuy,Nhulunbuy,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Nhulunbuy,Nhulunbuy,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Nhulunbuy,Nhulunbuy,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,11
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,Nhulunbuy,Nhulunbuy,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,Nhulunbuy,Nhulunbuy,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,Nhulunbuy,Nhulunbuy,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Palmerston,Palmerston,Urban,,No,No,Historical / PROMIS,April 2024 historical extract,False,,18
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Palmerston,Palmerston,Urban,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,10
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Palmerston,Palmerston,Urban,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,12
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Palmerston,Palmerston,Urban,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,33
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,18
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,10
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,67
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,62
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,23
2021-05,2021,5,Residential B&E,House break-ins,House break-ins attempted,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Non-assaultive sexual offences,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,Palmerston,Palmerston,Urban,,-,-,Historical / PROMIS,April 2024 historical extract,False,,8
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Petermann - Simpson,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Petermann - Simpson,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Petermann - Simpson,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Non-assaultive sexual offences,NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Petermann - Simpson,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Sandover - Plenty,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,15
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Sandover - Plenty,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Sandover - Plenty,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Sandover - Plenty,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Residential B&E,House break-ins,House break-ins attempted,NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tanami,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,5
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tanami,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,8
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tanami,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tanami,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,11
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,No,No,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,32
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,7
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,13
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Thamarrurr,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Thamarrurr,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Thamarrurr,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Non-assaultive sexual offences,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,10
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,6
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,10
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,7
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,8
2021-05,2021,5,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Homicide,Homicide and related Offences,Driving causing death,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,13
2021-05,2021,5,Residential B&E,House break-ins,House break-ins actual,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Virginia,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Virginia,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2021-05,2021,5,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2021-05,2021,5,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2021-05,2021,5,Homicide,Homicide and related Offences,Manslaughter,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2021-05,2021,5,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,12
